,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1.3785e+18,1.3785e+18,2021-04-04 05:25:05 India Standard Time,04-04-21,05:25:05,530,1.32111e+18,rengat_barat,POLSEK RENGAT BARAT,,"*Polsek Rengat Barat Bersama TNI Dan Sat Pol PP Melaksanakan Pembagian Masker Dalam Rangka 100 Hari Kerja Kapolri , Di Wilkum Polsek Rengat Barat , Guna Cegah Penyebaran Virus Covid 19*  https://t.co/L3NO63jAdV",in,[],[],['https://pbs.twimg.com/media/EyFnFFpUUAA_3-n.jpg'],0,0,0,[],[],https://twitter.com/rengat_barat/status/1378496308181266434,False,,1,https://pbs.twimg.com/media/EyFnFFpUUAA_3-n.jpg,India,,,,,,[],,,,
1,1.37849e+18,1.37849e+18,2021-04-04 05:06:21 India Standard Time,04-04-21,05:06:21,530,9.39449e+17,xbe119,1912,"{'type': 'Point', 'coordinates': [24.75061175, 46.72618389]}",I'm at COVID-19 Vaccine Center - @saudimoh in الرياض  https://t.co/rxGijLKgul,ca,"[{'screen_name': 'saudimoh', 'name': 'وزارة الصحة السعودية', 'id': '280172306'}]",['https://www.swarmapp.com/c/laFpavpNn7x'],[],0,0,0,[],[],https://twitter.com/xBe119/status/1378491591413919748,False,,0,,India,,,,,,[],,,,
2,1.37846e+18,1.37846e+18,2021-04-04 03:13:48 India Standard Time,04-04-21,03:13:48,530,2322692293.0,bikergirlkancha,Kanchan Ugursandi 🇮🇳,,ཁ་རས་མེད་ན་ཞབས་ཏོག་མེད།   No Mask No Service!   @ShrikantS_H @DC_Leh_Official @rajiv_pandey13 @Angchuk5 @LAHDC_LEH  #COVIDSecondWave #COVID19 #StaySafeStayHealthy  https://t.co/JHeVG0dWvX,und,"[{'screen_name': 'shrikants_h', 'name': 'shrikant suse', 'id': '508863524'}, {'screen_name': 'dc_leh_official', 'name': 'district leh official', 'id': '711104115141513216'}, {'screen_name': 'rajiv_pandey13', 'name': 'rajiv pandey', 'id': '724922560199151617'}, {'screen_name': 'angchuk5', 'name': 'dy.chairman lahdc leh', 'id': '1104723843841695745'}, {'screen_name': 'lahdc_leh', 'name': 'lahdc leh', 'id': '1342002657108525056'}]",[],['https://pbs.twimg.com/media/EyFJCLsU4AIAfzt.jpg'],0,0,1,"['covidsecondwave', 'covid19', 'staysafestayhealthy']",[],https://twitter.com/BikerGirlkancha/status/1378463266532253696,False,,1,https://pbs.twimg.com/media/EyFJCLsU4AIAfzt.jpg,India,,,,,,[],,,,
3,1.37846e+18,1.37846e+18,2021-04-04 03:05:04 India Standard Time,04-04-21,03:05:04,530,1.2739e+18,diariesbymohib,Mohib Ali,,"Students of Matric there Papers Should Also be Cancelled as Board Exams are tough and students are unable to give Exams due to the Outbreak of this Pandamic Virus #COVID19 , People are dying of it and our Government is Worried About Exams @Shafqat_Mahmood @ZakaWaqar",en,"[{'screen_name': 'shafqat_mahmood', 'name': 'shafqat mahmood', 'id': '440662588'}, {'screen_name': 'zakawaqar', 'name': 'waqar zaka', 'id': '1144885988'}]",[],[],1,2,6,['covid19'],[],https://twitter.com/DiariesbyMohib/status/1378461069006487555,False,,0,,India,,,,,,[],,,,
4,1.37845e+18,1.37845e+18,2021-04-04 02:37:35 India Standard Time,04-04-21,02:37:35,530,2322692293.0,bikergirlkancha,Kanchan Ugursandi 🇮🇳,,Received award for fighting against  Covid 19 as healthcare professional. Thankyou FISA for appriciation. #CovidDuty #StaySafeStayHealthy #coronawarrior   @COVIDNewsByMIB  https://t.co/OxF8IqrTGZ,en,"[{'screen_name': 'covidnewsbymib', 'name': '#indiafightscorona', 'id': '1244892413262311425'}]",[],['https://pbs.twimg.com/media/EyFAvxWVgAciCLK.jpg'],1,0,3,"['covidduty', 'staysafestayhealthy', 'coronawarrior']",[],https://twitter.com/BikerGirlkancha/status/1378454154033520641,False,,1,https://pbs.twimg.com/media/EyFAvxWVgAciCLK.jpg,India,,,,,,[],,,,
5,1.37845e+18,1.37845e+18,2021-04-04 02:35:09 India Standard Time,04-04-21,02:35:09,530,1.2739e+18,diariesbymohib,Mohib Ali,,"Exams Should not be held due to massive outspread of #COVID19 , People are dying , We Support @ZakaWaqar in this fight against Education Minister , Cancel Exams or decrease the number of topics in Syllabus @Shafqat_Mahmood  #cancelcieexams2021 #cancelboards2021 #Cambridge",en,"[{'screen_name': 'zakawaqar', 'name': 'waqar zaka', 'id': '1144885988'}, {'screen_name': 'shafqat_mahmood', 'name': 'shafqat mahmood', 'id': '440662588'}]",[],[],0,0,3,"['covid19', 'cancelcieexams2021', 'cancelboards2021', 'cambridge']",[],https://twitter.com/DiariesbyMohib/status/1378453541187117059,False,,0,,India,,,,,,[],,,,
6,1.37845e+18,1.37845e+18,2021-04-04 02:26:55 India Standard Time,04-04-21,02:26:55,530,165312934.0,ekanayake90,A/K,,Covid19 turned seafarers in to paid prisoners!  https://t.co/GckjnqUTeL,en,[],[],['https://pbs.twimg.com/media/EyE-S0hVIAErbdm.jpg'],0,0,2,[],[],https://twitter.com/EkaNayake90/status/1378451469494407168,False,,1,https://pbs.twimg.com/media/EyE-S0hVIAErbdm.jpg,India,,,,,,[],,,,
7,1.37845e+18,1.37845e+18,2021-04-04 02:26:36 India Standard Time,04-04-21,02:26:36,530,1.36619e+18,ashubagri14,Ashu Bagri in to the stock and share job in India,,#Nifty #stocks #TechnicalAnalyst #Mumbai 🇮🇳 #Opinion #writing  #research  #cryptocurrency #Markets #fintech #startups #StockMarket  #investments  #Technology #Management #quotes #COVID19 #lockdown @AshuBagri14  #stockstowatch #stock #stockmarkets #StocksToTrade #stockpicking,und,"[{'screen_name': 'ashubagri14', 'name': 'ashu bagri in to the stock and share job in india', 'id': '1366188324843450371'}]",[],[],0,0,2,"['nifty', 'stocks', 'technicalanalyst', 'mumbai', 'opinion', 'writing', 'research', 'cryptocurrency', 'markets', 'fintech', 'startups', 'stockmarket', 'investments', 'technology', 'management', 'quotes', 'covid19', 'lockdown', 'stockstowatch', 'stock', 'stockmarkets', 'stockstotrade', 'stockpicking']",[],https://twitter.com/AshuBagri14/status/1378451390536687618,False,https://twitter.com/AshuBagri14/status/1378410119524802560,0,,India,,,,,,[],,,,
8,1.37845e+18,1.37845e+18,2021-04-04 02:24:51 India Standard Time,04-04-21,02:24:51,530,181491054.0,sirajnoorani,Siraj Noorani,,"#Maharashtra: #Pune adds over 10,000 COVID-19 cases for first time in a day, takes district's tally to 5,62,335, says official",en,[],[],[],0,1,0,"['maharashtra', 'pune']",[],https://twitter.com/sirajnoorani/status/1378450950763913216,False,,0,,India,,,,,,[],,,,
9,1.37845e+18,1.37845e+18,2021-04-04 02:24:17 India Standard Time,04-04-21,02:24:17,530,181491054.0,sirajnoorani,Siraj Noorani,,"#Maharashtra: Relatives of woman who died of #COVID19 at #Nagpur hospital assault senior doctor and staffer, damage furniture, and try to set reception counter on fire. 9 people arrested, says police (PTI)",en,[],[],[],0,1,1,"['maharashtra', 'covid19', 'nagpur']",[],https://twitter.com/sirajnoorani/status/1378450807108956160,False,,0,,India,,,,,,[],,,,
